framework,family,class,parameter_name,value_default,value_type,description
tpot,classification,DecisionTreeClassifier,ccp_alpha,0.0,float,"Complexity parameter used for Minimal Cost-Complexity Pruning. The
subtree with the largest cost complexity that is smaller than
``ccp_alpha`` will be chosen. By default, no pruning is performed. See
:ref:`minimal_cost_complexity_pruning` for details.

.. versionadded:: 0.22"
tpot,classification,ExtraTreesClassifier,max_depth,None,NoneType,"The maximum depth of the tree. If None, then nodes are expanded until
all leaves are pure or until all leaves contain less than
min_samples_split samples."
tpot,classification,ExtraTreesClassifier,min_weight_fraction_leaf,0.0,float,"The minimum weighted fraction of the sum total of weights (of all
the input samples) required to be at a leaf node. Samples have
equal weight when sample_weight is not provided."
tpot,classification,ExtraTreesClassifier,max_leaf_nodes,None,NoneType,"Grow trees with ``max_leaf_nodes`` in best-first fashion.
Best nodes are defined as relative reduction in impurity.
If None then unlimited number of leaf nodes."
tpot,classification,ExtraTreesClassifier,min_impurity_decrease,0.0,float,"A node will be split if this split induces a decrease of the impurity
greater than or equal to this value.

The weighted impurity decrease equation is the following::

    N_t / N * (impurity - N_t_R / N_t * right_impurity
                        - N_t_L / N_t * left_impurity)

where ``N`` is the total number of samples, ``N_t`` is the number of
samples at the current node, ``N_t_L`` is the number of samples in the
left child, and ``N_t_R`` is the number of samples in the right child.

``N``, ``N_t``, ``N_t_R`` and ``N_t_L`` all refer to the weighted sum,
if ``sample_weight`` is passed.

.. versionadded:: 0.19"
tpot,classification,ExtraTreesClassifier,oob_score,False,bool,"Whether to use out-of-bag samples to estimate the generalization score.
By default, :func:`~sklearn.metrics.accuracy_score` is used.
Provide a callable with signature `metric(y_true, y_pred)` to use a
custom metric. Only available if `bootstrap=True`."
tpot,classification,ExtraTreesClassifier,n_jobs,None,NoneType,"The number of jobs to run in parallel. :meth:`fit`, :meth:`predict`,
:meth:`decision_path` and :meth:`apply` are all parallelized over the
trees. ``None`` means 1 unless in a :obj:`joblib.parallel_backend`
context. ``-1`` means using all processors. See :term:`Glossary
<n_jobs>` for more details."
tpot,classification,ExtraTreesClassifier,random_state,None,NoneType,"Controls 3 sources of randomness:

- the bootstrapping of the samples used when building trees
  (if ``bootstrap=True``)
- the sampling of the features to consider when looking for the best
  split at each node (if ``max_features < n_features``)
- the draw of the splits for each of the `max_features`
See :term:`Glossary <random_state>` for details."
tpot,classification,ExtraTreesClassifier,verbose,0,int,Controls the verbosity when fitting and predicting.
tpot,classification,ExtraTreesClassifier,warm_start,False,bool,"When set to ``True``, reuse the solution of the previous call to fit
and add more estimators to the ensemble, otherwise, just fit a whole
new forest. See :term:`Glossary <warm_start>` and
:ref:`gradient_boosting_warm_start` for details."
tpot,classification,ExtraTreesClassifier,class_weight,None,NoneType,"Weights associated with classes in the form ``{class_label: weight}``.
If not given, all classes are supposed to have weight one. For
multi-output problems, a list of dicts can be provided in the same
order as the columns of y.

Note that for multioutput (including multilabel) weights should be
defined for each class of every column in its own dict. For example,
for four-class multilabel classification weights should be
[{0: 1, 1: 1}, {0: 1, 1: 5}, {0: 1, 1: 1}, {0: 1, 1: 1}] instead of
[{1:1}, {2:5}, {3:1}, {4:1}].

The ""balanced"" mode uses the values of y to automatically adjust
weights inversely proportional to class frequencies in the input data
as ``n_samples / (n_classes * np.bincount(y))``

The ""balanced_subsample"" mode is the same as ""balanced"" except that
weights are computed based on the bootstrap sample for every tree
grown.

For multi-output, the weights of each column of y will be multiplied.

Note that these weights will be multiplied with sample_weight (passed
through the fit method) if sample_weight is specified."
tpot,classification,ExtraTreesClassifier,ccp_alpha,0.0,float,"Complexity parameter used for Minimal Cost-Complexity Pruning. The
subtree with the largest cost complexity that is smaller than
``ccp_alpha`` will be chosen. By default, no pruning is performed. See
:ref:`minimal_cost_complexity_pruning` for details.

.. versionadded:: 0.22"
tpot,classification,ExtraTreesClassifier,max_samples,None,NoneType,"If bootstrap is True, the number of samples to draw from X
to train each base estimator.

- If None (default), then draw `X.shape[0]` samples.
- If int, then draw `max_samples` samples.
- If float, then draw `max_samples * X.shape[0]` samples. Thus,
  `max_samples` should be in the interval `(0.0, 1.0]`.

.. versionadded:: 0.22"
tpot,classification,GaussianNB,priors,None,NoneType,"Prior probabilities of the classes. If specified, the priors are not
adjusted according to the data."
tpot,classification,GaussianNB,var_smoothing,1e-09,float,"Portion of the largest variance of all features that is added to
variances for calculation stability.

.. versionadded:: 0.20"
tpot,classification,GaussianProcessClassifier,kernel,None,NoneType,"The kernel specifying the covariance function of the GP. If None is
passed, the kernel ""1.0 * RBF(1.0)"" is used as default. Note that
the kernel's hyperparameters are optimized during fitting. Also kernel
cannot be a `CompoundKernel`."
tpot,classification,GaussianProcessClassifier,optimizer,fmin_l_bfgs_b,str,"Can either be one of the internally supported optimizers for optimizing
the kernel's parameters, specified by a string, or an externally
defined optimizer passed as a callable. If a callable is passed, it
must have the  signature::

    def optimizer(obj_func, initial_theta, bounds):
        # * 'obj_func' is the objective function to be maximized, which
        #   takes the hyperparameters theta as parameter and an
        #   optional flag eval_gradient, which determines if the
        #   gradient is returned additionally to the function value
        # * 'initial_theta': the initial value for theta, which can be
        #   used by local optimizers
        # * 'bounds': the bounds on the values of theta
        ....
        # Returned are the best found hyperparameters theta and
        # the corresponding value of the target function.
        return theta_opt, func_min

Per default, the 'L-BFGS-B' algorithm from scipy.optimize.minimize
is used. If None is passed, the kernel's parameters are kept fixed.
Available internal optimizers are::

    'fmin_l_bfgs_b'"
tpot,classification,GaussianProcessClassifier,n_restarts_optimizer,0,int,"The number of restarts of the optimizer for finding the kernel's
parameters which maximize the log-marginal likelihood. The first run
of the optimizer is performed from the kernel's initial parameters,
the remaining ones (if any) from thetas sampled log-uniform randomly
from the space of allowed theta-values. If greater than 0, all bounds
must be finite. Note that n_restarts_optimizer=0 implies that one
run is performed."
tpot,classification,GaussianProcessClassifier,max_iter_predict,100,int,"The maximum number of iterations in Newton's method for approximating
the posterior during predict. Smaller values will reduce computation
time at the cost of worse results."
tpot,classification,GaussianProcessClassifier,warm_start,False,bool,"If warm-starts are enabled, the solution of the last Newton iteration
on the Laplace approximation of the posterior mode is used as
initialization for the next call of _posterior_mode(). This can speed
up convergence when _posterior_mode is called several times on similar
problems as in hyperparameter optimization. See :term:`the Glossary
<warm_start>`."
tpot,classification,GaussianProcessClassifier,copy_X_train,True,bool,"If True, a persistent copy of the training data is stored in the
object. Otherwise, just a reference to the training data is stored,
which might cause predictions to change if the data is modified
externally."
tpot,classification,GaussianProcessClassifier,random_state,None,NoneType,"Determines random number generation used to initialize the centers.
Pass an int for reproducible results across multiple function calls.
See :term:`Glossary <random_state>`."
tpot,classification,GaussianProcessClassifier,multi_class,one_vs_rest,str,"Specifies how multi-class classification problems are handled.
Supported are 'one_vs_rest' and 'one_vs_one'. In 'one_vs_rest',
one binary Gaussian process classifier is fitted for each class, which
is trained to separate this class from the rest. In 'one_vs_one', one
binary Gaussian process classifier is fitted for each pair of classes,
which is trained to separate these two classes. The predictions of
these binary predictors are combined into multi-class predictions.
Note that 'one_vs_one' does not support predicting probability
estimates."
tpot,classification,GaussianProcessClassifier,n_jobs,None,NoneType,"The number of jobs to use for the computation: the specified
multiclass problems are computed in parallel.
``None`` means 1 unless in a :obj:`joblib.parallel_backend` context.
``-1`` means using all processors. See :term:`Glossary <n_jobs>`
for more details."
tpot,classification,GradientBoostingClassifier,loss,log_loss,str,"The loss function to be optimized. 'log_loss' refers to binomial and
multinomial deviance, the same as used in logistic regression.
It is a good choice for classification with probabilistic outputs.
For loss 'exponential', gradient boosting recovers the AdaBoost algorithm."
tpot,classification,GradientBoostingClassifier,criterion,friedman_mse,str,"The function to measure the quality of a split. Supported criteria are
'friedman_mse' for the mean squared error with improvement score by
Friedman, 'squared_error' for mean squared error. The default value of
'friedman_mse' is generally the best as it can provide a better
approximation in some cases.

.. versionadded:: 0.18"
tpot,classification,GradientBoostingClassifier,min_weight_fraction_leaf,0.0,float,"The minimum weighted fraction of the sum total of weights (of all
the input samples) required to be at a leaf node. Samples have
equal weight when sample_weight is not provided.
Values must be in the range `[0.0, 0.5]`."
tpot,classification,GradientBoostingClassifier,min_impurity_decrease,0.0,float,"A node will be split if this split induces a decrease of the impurity
greater than or equal to this value.
Values must be in the range `[0.0, inf)`.

The weighted impurity decrease equation is the following::

    N_t / N * (impurity - N_t_R / N_t * right_impurity
                        - N_t_L / N_t * left_impurity)

where ``N`` is the total number of samples, ``N_t`` is the number of
samples at the current node, ``N_t_L`` is the number of samples in the
left child, and ``N_t_R`` is the number of samples in the right child.

``N``, ``N_t``, ``N_t_R`` and ``N_t_L`` all refer to the weighted sum,
if ``sample_weight`` is passed.

.. versionadded:: 0.19"
tpot,classification,GradientBoostingClassifier,init,None,NoneType,"An estimator object that is used to compute the initial predictions.
``init`` has to provide :term:`fit` and :term:`predict_proba`. If
'zero', the initial raw predictions are set to zero. By default, a
``DummyEstimator`` predicting the classes priors is used."
tpot,classification,GradientBoostingClassifier,random_state,None,NoneType,"Controls the random seed given to each Tree estimator at each
boosting iteration.
In addition, it controls the random permutation of the features at
each split (see Notes for more details).
It also controls the random splitting of the training data to obtain a
validation set if `n_iter_no_change` is not None.
Pass an int for reproducible output across multiple function calls.
See :term:`Glossary <random_state>`."
tpot,classification,GradientBoostingClassifier,verbose,0,int,"Enable verbose output. If 1 then it prints progress and performance
once in a while (the more trees the lower the frequency). If greater
than 1 then it prints progress and performance for every tree.
Values must be in the range `[0, inf)`."
tpot,classification,GradientBoostingClassifier,max_leaf_nodes,None,NoneType,"Grow trees with ``max_leaf_nodes`` in best-first fashion.
Best nodes are defined as relative reduction in impurity.
Values must be in the range `[2, inf)`.
If `None`, then unlimited number of leaf nodes."
tpot,classification,GradientBoostingClassifier,warm_start,False,bool,"When set to ``True``, reuse the solution of the previous call to fit
and add more estimators to the ensemble, otherwise, just erase the
previous solution. See :term:`the Glossary <warm_start>`."
tpot,classification,GradientBoostingClassifier,validation_fraction,0.1,float,"The proportion of training data to set aside as validation set for
early stopping. Values must be in the range `(0.0, 1.0)`.
Only used if ``n_iter_no_change`` is set to an integer.

.. versionadded:: 0.20"
tpot,classification,GradientBoostingClassifier,n_iter_no_change,None,NoneType,"``n_iter_no_change`` is used to decide if early stopping will be used
to terminate training when validation score is not improving. By
default it is set to None to disable early stopping. If set to a
number, it will set aside ``validation_fraction`` size of the training
data as validation and terminate training when validation score is not
improving in all of the previous ``n_iter_no_change`` numbers of
iterations. The split is stratified.
Values must be in the range `[1, inf)`.

.. versionadded:: 0.20"
tpot,classification,GradientBoostingClassifier,tol,0.0001,float,"Tolerance for the early stopping. When the loss is not improving
by at least tol for ``n_iter_no_change`` iterations (if set to a
number), the training stops.
Values must be in the range `[0.0, inf)`.

.. versionadded:: 0.20"
tpot,classification,GradientBoostingClassifier,ccp_alpha,0.0,float,"Complexity parameter used for Minimal Cost-Complexity Pruning. The
subtree with the largest cost complexity that is smaller than
``ccp_alpha`` will be chosen. By default, no pruning is performed.
Values must be in the range `[0.0, inf)`.
See :ref:`minimal_cost_complexity_pruning` for details.

.. versionadded:: 0.22"
tpot,classification,HistGradientBoostingClassifier,loss,log_loss,str,"The loss function to use in the boosting process.

For binary classification problems, 'log_loss' is also known as logistic loss,
binomial deviance or binary crossentropy. Internally, the model fits one tree
per boosting iteration and uses the logistic sigmoid function (expit) as
inverse link function to compute the predicted positive class probability.

For multiclass classification problems, 'log_loss' is also known as multinomial
deviance or categorical crossentropy. Internally, the model fits one tree per
boosting iteration and per class and uses the softmax function as inverse link
function to compute the predicted probabilities of the classes."
tpot,classification,HistGradientBoostingClassifier,learning_rate,0.1,float,"The learning rate, also known as *shrinkage*. This is used as a
multiplicative factor for the leaves values. Use ``1`` for no
shrinkage."
tpot,classification,HistGradientBoostingClassifier,max_iter,100,int,"The maximum number of iterations of the boosting process, i.e. the
maximum number of trees for binary classification. For multiclass
classification, `n_classes` trees per iteration are built."
tpot,classification,HistGradientBoostingClassifier,max_leaf_nodes,31,int,"The maximum number of leaves for each tree. Must be strictly greater
than 1. If None, there is no maximum limit."
tpot,classification,HistGradientBoostingClassifier,max_depth,None,NoneType,"The maximum depth of each tree. The depth of a tree is the number of
edges to go from the root to the deepest leaf.
Depth isn't constrained by default."
tpot,classification,HistGradientBoostingClassifier,min_samples_leaf,20,int,"The minimum number of samples per leaf. For small datasets with less
than a few hundred samples, it is recommended to lower this value
since only very shallow trees would be built."
tpot,classification,HistGradientBoostingClassifier,l2_regularization,0.0,float,The L2 regularization parameter. Use 0 for no regularization.
tpot,classification,HistGradientBoostingClassifier,max_bins,255,int,"The maximum number of bins to use for non-missing values. Before
training, each feature of the input array `X` is binned into
integer-valued bins, which allows for a much faster training stage.
Features with a small number of unique values may use less than
``max_bins`` bins. In addition to the ``max_bins`` bins, one more bin
is always reserved for missing values. Must be no larger than 255."
tpot,classification,HistGradientBoostingClassifier,categorical_features,None,NoneType,"Indicates the categorical features.

- None : no feature will be considered categorical.
- boolean array-like : boolean mask indicating categorical features.
- integer array-like : integer indices indicating categorical
  features.
- str array-like: names of categorical features (assuming the training
  data has feature names).

For each categorical feature, there must be at most `max_bins` unique
categories, and each categorical value must be less then `max_bins - 1`.
Negative values for categorical features are treated as missing values.
All categorical values are converted to floating point numbers.
This means that categorical values of 1.0 and 1 are treated as
the same category.

Read more in the :ref:`User Guide <categorical_support_gbdt>`.

.. versionadded:: 0.24

.. versionchanged:: 1.2
   Added support for feature names."
tpot,classification,HistGradientBoostingClassifier,monotonic_cst,None,NoneType,"Monotonic constraint to enforce on each feature are specified using the
following integer values:

- 1: monotonic increase
- 0: no constraint
- -1: monotonic decrease

If a dict with str keys, map feature to monotonic constraints by name.
If an array, the features are mapped to constraints by position. See
:ref:`monotonic_cst_features_names` for a usage example.

The constraints are only valid for binary classifications and hold
over the probability of the positive class.
Read more in the :ref:`User Guide <monotonic_cst_gbdt>`.

.. versionadded:: 0.23

.. versionchanged:: 1.2
   Accept dict of constraints with feature names as keys."
tpot,classification,HistGradientBoostingClassifier,interaction_cst,None,NoneType,"Specify interaction constraints, the sets of features which can
interact with each other in child node splits.

Each item specifies the set of feature indices that are allowed
to interact with each other. If there are more features than
specified in these constraints, they are treated as if they were
specified as an additional set.

The strings ""pairwise"" and ""no_interactions"" are shorthands for
allowing only pairwise or no interactions, respectively.

For instance, with 5 features in total, `interaction_cst=[{0, 1}]`
is equivalent to `interaction_cst=[{0, 1}, {2, 3, 4}]`,
and specifies that each branch of a tree will either only split
on features 0 and 1 or only split on features 2, 3 and 4.

.. versionadded:: 1.2"
tpot,classification,HistGradientBoostingClassifier,warm_start,False,bool,"When set to ``True``, reuse the solution of the previous call to fit
and add more estimators to the ensemble. For results to be valid, the
estimator should be re-trained on the same data only.
See :term:`the Glossary <warm_start>`."
tpot,classification,HistGradientBoostingClassifier,early_stopping,auto,str,"If 'auto', early stopping is enabled if the sample size is larger than
10000. If True, early stopping is enabled, otherwise early stopping is
disabled.

.. versionadded:: 0.23"
tpot,classification,HistGradientBoostingClassifier,scoring,loss,str,"Scoring parameter to use for early stopping. It can be a single
string (see :ref:`scoring_parameter`) or a callable (see
:ref:`scoring`). If None, the estimator's default scorer
is used. If ``scoring='loss'``, early stopping is checked
w.r.t the loss value. Only used if early stopping is performed."
tpot,classification,HistGradientBoostingClassifier,validation_fraction,0.1,float,"Proportion (or absolute size) of training data to set aside as
validation data for early stopping. If None, early stopping is done on
the training data. Only used if early stopping is performed."
tpot,classification,HistGradientBoostingClassifier,n_iter_no_change,10,int,"Used to determine when to ""early stop"". The fitting process is
stopped when none of the last ``n_iter_no_change`` scores are better
than the ``n_iter_no_change - 1`` -th-to-last one, up to some
tolerance. Only used if early stopping is performed."
tpot,classification,HistGradientBoostingClassifier,tol,1e-07,float,"The absolute tolerance to use when comparing scores. The higher the
tolerance, the more likely we are to early stop: higher tolerance
means that it will be harder for subsequent iterations to be
considered an improvement upon the reference score."
tpot,classification,HistGradientBoostingClassifier,verbose,0,int,"The verbosity level. If not zero, print some information about the
fitting process."
tpot,classification,HistGradientBoostingClassifier,random_state,None,NoneType,"Pseudo-random number generator to control the subsampling in the
binning process, and the train/validation data split if early stopping
is enabled.
Pass an int for reproducible output across multiple function calls.
See :term:`Glossary <random_state>`."
tpot,classification,HistGradientBoostingClassifier,class_weight,None,NoneType,"Weights associated with classes in the form `{class_label: weight}`.
If not given, all classes are supposed to have weight one.
The ""balanced"" mode uses the values of y to automatically adjust
weights inversely proportional to class frequencies in the input data
as `n_samples / (n_classes * np.bincount(y))`.
Note that these weights will be multiplied with sample_weight (passed
through the fit method) if `sample_weight` is specified.

.. versionadded:: 1.2"
tpot,classification,KNeighborsClassifier,algorithm,auto,str,"Algorithm used to compute the nearest neighbors:

- 'ball_tree' will use :class:`BallTree`
- 'kd_tree' will use :class:`KDTree`
- 'brute' will use a brute-force search.
- 'auto' will attempt to decide the most appropriate algorithm
  based on the values passed to :meth:`fit` method.
Note: fitting on sparse input will override the setting of
this parameter, using brute force."
tpot,classification,KNeighborsClassifier,leaf_size,30,int,"Leaf size passed to BallTree or KDTree.  This can affect the
speed of the construction and query, as well as the memory
required to store the tree.  The optimal value depends on the
nature of the problem."
tpot,classification,KNeighborsClassifier,metric,minkowski,str,"Metric to use for distance computation. Default is ""minkowski"", which
results in the standard Euclidean distance when p = 2. See the
documentation of `scipy.spatial.distance
<https://docs.scipy.org/doc/scipy/reference/spatial.distance.html>`_ and
the metrics listed in
:class:`~sklearn.metrics.pairwise.distance_metrics` for valid metric
values.

If metric is ""precomputed"", X is assumed to be a distance matrix and
must be square during fit. X may be a :term:`sparse graph`, in which
case only ""nonzero"" elements may be considered neighbors.

If metric is a callable function, it takes two arrays representing 1D
vectors as inputs and must return one value indicating the distance
between those vectors. This works for Scipy's metrics, but is less
efficient than passing the metric name as a string."
tpot,classification,KNeighborsClassifier,metric_params,None,NoneType,Additional keyword arguments for the metric function.
tpot,classification,KNeighborsClassifier,n_jobs,None,NoneType,"The number of parallel jobs to run for neighbors search.
``None`` means 1 unless in a :obj:`joblib.parallel_backend` context.
``-1`` means using all processors. See :term:`Glossary <n_jobs>`
for more details.
Doesn't affect :meth:`fit` method."
tpot,classification,LGBMClassifier,boosting_type,gbdt,str,"'gbdt', traditional Gradient Boosting Decision Tree.
'dart', Dropouts meet Multiple Additive Regression Trees.
'rf', Random Forest."
tpot,classification,LGBMClassifier,num_leaves,31,int,Maximum tree leaves for base learners.
tpot,classification,LGBMClassifier,max_depth,-1,int,"Maximum tree depth for base learners, <=0 means no limit.
If setting this to a positive value, consider also changing ``num_leaves`` to ``<= 2^max_depth``."
tpot,classification,LGBMClassifier,learning_rate,0.1,float,"Boosting learning rate.
You can use ``callbacks`` parameter of ``fit`` method to shrink/adapt learning rate
in training using ``reset_parameter`` callback.
Note, that this will ignore the ``learning_rate`` argument in training."
tpot,classification,LGBMClassifier,n_estimators,100,int,Number of boosted trees to fit.
tpot,classification,LGBMClassifier,subsample_for_bin,200000,int,Number of samples for constructing bins.
tpot,classification,LGBMClassifier,objective,None,NoneType,"Specify the learning task and the corresponding learning objective or
a custom objective function to be used (see note below).
Default: 'regression' for LGBMRegressor, 'binary' or 'multiclass' for LGBMClassifier, 'lambdarank' for LGBMRanker."
tpot,classification,LGBMClassifier,class_weight,None,NoneType,"Weights associated with classes in the form ``{class_label: weight}``.
Use this parameter only for multi-class classification task;
for binary classification task you may use ``is_unbalance`` or ``scale_pos_weight`` parameters.
Note, that the usage of all these parameters will result in poor estimates of the individual class probabilities.
You may want to consider performing probability calibration
(https://scikit-learn.org/stable/modules/calibration.html) of your model.
The 'balanced' mode uses the values of y to automatically adjust weights
inversely proportional to class frequencies in the input data as ``n_samples / (n_classes * np.bincount(y))``.
If None, all classes are supposed to have weight one.
Note, that these weights will be multiplied with ``sample_weight`` (passed through the ``fit`` method)
if ``sample_weight`` is specified."
tpot,classification,LGBMClassifier,min_split_gain,0.0,float,Minimum loss reduction required to make a further partition on a leaf node of the tree.
tpot,classification,LGBMClassifier,min_child_weight,0.001,float,Minimum sum of instance weight (Hessian) needed in a child (leaf).
tpot,classification,LGBMClassifier,min_child_samples,20,int,Minimum number of data needed in a child (leaf).
tpot,classification,LGBMClassifier,subsample,1.0,float,Subsample ratio of the training instance.
tpot,classification,LGBMClassifier,subsample_freq,0,int,"Frequency of subsample, <=0 means no enable."
tpot,classification,LGBMClassifier,colsample_bytree,1.0,float,Subsample ratio of columns when constructing each tree.
tpot,classification,LGBMClassifier,reg_alpha,0.0,float,L1 regularization term on weights.
tpot,classification,LGBMClassifier,reg_lambda,0.0,float,L2 regularization term on weights.
tpot,classification,LGBMClassifier,random_state,None,NoneType,"Random number seed.
If int, this number is used to seed the C++ code.
If RandomState or Generator object (numpy), a random integer is picked based on its state to seed the C++ code.
If None, default seeds in C++ code are used."
tpot,classification,LGBMClassifier,n_jobs,None,NoneType,"Number of parallel threads to use for training (can be changed at prediction time by
passing it as an extra keyword argument).

For better performance, it is recommended to set this to the number of physical cores
in the CPU.

Negative integers are interpreted as following joblib's formula (n_cpus + 1 + n_jobs), just like
scikit-learn (so e.g. -1 means using all threads). A value of zero corresponds the default number of
threads configured for OpenMP in the system. A value of ``None`` (the default) corresponds
to using the number of physical cores in the system (its correct detection requires
either the ``joblib`` or the ``psutil`` util libraries to be installed).

.. versionchanged:: 4.0.0"
tpot,classification,LGBMClassifier,importance_type,split,str,"The type of feature importance to be filled into ``feature_importances_``.
If 'split', result contains numbers of times the feature is used in a model.
If 'gain', result contains total gains of splits which use the feature."
tpot,classification,LinearDiscriminantAnalysis,solver,svd,str,"Solver to use, possible values:
  - 'svd': Singular value decomposition (default).
    Does not compute the covariance matrix, therefore this solver is
    recommended for data with a large number of features.
  - 'lsqr': Least squares solution.
    Can be combined with shrinkage or custom covariance estimator.
  - 'eigen': Eigenvalue decomposition.
    Can be combined with shrinkage or custom covariance estimator.

.. versionchanged:: 1.2
    `solver=""svd""` now has experimental Array API support. See the
    :ref:`Array API User Guide <array_api>` for more details."
tpot,classification,LinearDiscriminantAnalysis,shrinkage,None,NoneType,"Shrinkage parameter, possible values:
  - None: no shrinkage (default).
  - 'auto': automatic shrinkage using the Ledoit-Wolf lemma.
  - float between 0 and 1: fixed shrinkage parameter.

This should be left to None if `covariance_estimator` is used.
Note that shrinkage works only with 'lsqr' and 'eigen' solvers."
tpot,classification,LinearDiscriminantAnalysis,priors,None,NoneType,"The class prior probabilities. By default, the class proportions are
inferred from the training data."
tpot,classification,LinearDiscriminantAnalysis,n_components,None,NoneType,"Number of components (<= min(n_classes - 1, n_features)) for
dimensionality reduction. If None, will be set to
min(n_classes - 1, n_features). This parameter only affects the
`transform` method."
tpot,classification,LinearDiscriminantAnalysis,store_covariance,False,bool,"If True, explicitly compute the weighted within-class covariance
matrix when solver is 'svd'. The matrix is always computed
and stored for the other solvers.

.. versionadded:: 0.17"
tpot,classification,LinearDiscriminantAnalysis,tol,0.0001,float,"Absolute threshold for a singular value of X to be considered
significant, used to estimate the rank of X. Dimensions whose
singular values are non-significant are discarded. Only used if
solver is 'svd'.

.. versionadded:: 0.17"
tpot,classification,LinearDiscriminantAnalysis,covariance_estimator,None,NoneType,"If not None, `covariance_estimator` is used to estimate
the covariance matrices instead of relying on the empirical
covariance estimator (with potential shrinkage).
The object should have a fit method and a ``covariance_`` attribute
like the estimators in :mod:`sklearn.covariance`.
if None the shrinkage parameter drives the estimate.

This should be left to None if `shrinkage` is used.
Note that `covariance_estimator` works only with 'lsqr' and 'eigen'
solvers.

.. versionadded:: 0.24"
tpot,classification,LinearSVC,multi_class,ovr,str,"Determines the multi-class strategy if `y` contains more than
two classes.
``""ovr""`` trains n_classes one-vs-rest classifiers, while
``""crammer_singer""`` optimizes a joint objective over all classes.
While `crammer_singer` is interesting from a theoretical perspective
as it is consistent, it is seldom used in practice as it rarely leads
to better accuracy and is more expensive to compute.
If ``""crammer_singer""`` is chosen, the options loss, penalty and dual
will be ignored."
tpot,classification,LinearSVC,fit_intercept,True,bool,"Whether or not to fit an intercept. If set to True, the feature vector
is extended to include an intercept term: `[x_1, ..., x_n, 1]`, where
1 corresponds to the intercept. If set to False, no intercept will be
used in calculations (i.e. data is expected to be already centered)."
tpot,classification,LinearSVC,intercept_scaling,1,int,"When `fit_intercept` is True, the instance vector x becomes ``[x_1,
..., x_n, intercept_scaling]``, i.e. a ""synthetic"" feature with a
constant value equal to `intercept_scaling` is appended to the instance
vector. The intercept becomes intercept_scaling * synthetic feature
weight. Note that liblinear internally penalizes the intercept,
treating it like any other term in the feature vector. To reduce the
impact of the regularization on the intercept, the `intercept_scaling`
parameter can be set to a value greater than 1; the higher the value of
`intercept_scaling`, the lower the impact of regularization on it.
Then, the weights become `[w_x_1, ..., w_x_n,
w_intercept*intercept_scaling]`, where `w_x_1, ..., w_x_n` represent
the feature weights and the intercept weight is scaled by
`intercept_scaling`. This scaling allows the intercept term to have a
different regularization behavior compared to the other features."
tpot,classification,LinearSVC,class_weight,None,NoneType,"Set the parameter C of class i to ``class_weight[i]*C`` for
SVC. If not given, all classes are supposed to have
weight one.
The ""balanced"" mode uses the values of y to automatically adjust
weights inversely proportional to class frequencies in the input data
as ``n_samples / (n_classes * np.bincount(y))``."
tpot,classification,LinearSVC,verbose,0,int,"Enable verbose output. Note that this setting takes advantage of a
per-process runtime setting in liblinear that, if enabled, may not work
properly in a multithreaded context."
tpot,classification,LinearSVC,random_state,None,NoneType,"Controls the pseudo random number generation for shuffling the data for
the dual coordinate descent (if ``dual=True``). When ``dual=False`` the
underlying implementation of :class:`LinearSVC` is not random and
``random_state`` has no effect on the results.
Pass an int for reproducible output across multiple function calls.
See :term:`Glossary <random_state>`."
tpot,classification,LinearSVC,max_iter,1000,int,The maximum number of iterations to be run.
tpot,classification,LogisticRegression,tol,0.0001,float,Tolerance for stopping criteria.
tpot,classification,LogisticRegression,fit_intercept,True,bool,"Specifies if a constant (a.k.a. bias or intercept) should be
added to the decision function."
tpot,classification,LogisticRegression,intercept_scaling,1,int,"Useful only when the solver 'liblinear' is used
and self.fit_intercept is set to True. In this case, x becomes
[x, self.intercept_scaling],
i.e. a ""synthetic"" feature with constant value equal to
intercept_scaling is appended to the instance vector.
The intercept becomes ``intercept_scaling * synthetic_feature_weight``.

Note! the synthetic feature weight is subject to l1/l2 regularization
as all other features.
To lessen the effect of regularization on synthetic feature weight
(and therefore on the intercept) intercept_scaling has to be increased."
tpot,classification,LogisticRegression,class_weight,None,NoneType,"Weights associated with classes in the form ``{class_label: weight}``.
If not given, all classes are supposed to have weight one.

The ""balanced"" mode uses the values of y to automatically adjust
weights inversely proportional to class frequencies in the input data
as ``n_samples / (n_classes * np.bincount(y))``.

Note that these weights will be multiplied with sample_weight (passed
through the fit method) if sample_weight is specified.

.. versionadded:: 0.17
   *class_weight='balanced'*"
tpot,classification,LogisticRegression,random_state,None,NoneType,"Used when ``solver`` == 'sag', 'saga' or 'liblinear' to shuffle the
data. See :term:`Glossary <random_state>` for details."
