framework,family,class,parameter_name,value_default,value_type,description
h2o,deeplearning,H2ODeepLearningEstimator,gainslift_bins,-1,int,Gains/Lift table number of bins. 0 means disabled.. Default value -1 means automatic binning.
h2o,extendedisolationforest,H2OExtendedIsolationForestEstimator,model_id,None,key<model>,Destination id for this model; auto-generated if not specified.
h2o,extendedisolationforest,H2OExtendedIsolationForestEstimator,training_frame,None,key<frame>,Id of the training data frame.
h2o,extendedisolationforest,H2OExtendedIsolationForestEstimator,ignored_columns,None,string[],Names of columns to ignore for training.
h2o,extendedisolationforest,H2OExtendedIsolationForestEstimator,ignore_const_cols,True,bool,Ignore constant columns.
h2o,extendedisolationforest,H2OExtendedIsolationForestEstimator,categorical_encoding,AUTO,"Categorical(['AUTO', 'Enum', 'OneHotInternal', 'OneHotExplicit', 'Binary', 'Eigen', 'LabelEncoder', 'SortByResponse', 'EnumLimited'])",Encoding scheme for categorical features
h2o,extendedisolationforest,H2OExtendedIsolationForestEstimator,score_each_iteration,False,bool,Whether to score during each iteration of model training.
h2o,extendedisolationforest,H2OExtendedIsolationForestEstimator,score_tree_interval,0,int,Score the model after every so many trees. Disabled if set to 0.
h2o,extendedisolationforest,H2OExtendedIsolationForestEstimator,ntrees,100,int,Number of Extended Isolation Forest trees.
h2o,extendedisolationforest,H2OExtendedIsolationForestEstimator,sample_size,256,int,Number of randomly sampled observations used to train each Extended Isolation Forest tree.
h2o,extendedisolationforest,H2OExtendedIsolationForestEstimator,extension_level,0,int,Maximum is N - 1 (N = numCols). Minimum is 0. Extended Isolation Forest with extension_Level = 0 behaves like Isolation Forest.
h2o,extendedisolationforest,H2OExtendedIsolationForestEstimator,seed,-1,long,Seed for pseudo random number generator (if applicable)
h2o,extendedisolationforest,H2OExtendedIsolationForestEstimator,disable_training_metrics,True,bool,Disable calculating training metrics (expensive on large datasets)
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,model_id,None,key<model>,Destination id for this model; auto-generated if not specified.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,training_frame,None,key<frame>,Id of the training data frame.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,validation_frame,None,key<frame>,Id of the validation data frame.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,nfolds,0,int,Number of folds for K-fold cross-validation (0 to disable or >= 2).
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,seed,-1,long,Seed for pseudo random number generator (if applicable)
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,keep_cross_validation_models,True,bool,Whether to keep the cross-validation models.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,keep_cross_validation_predictions,False,bool,Whether to keep the predictions of the cross-validation models.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,keep_cross_validation_fold_assignment,False,bool,Whether to keep the cross-validation fold assignment.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,fold_assignment,AUTO,"Categorical(['AUTO', 'Random', 'Modulo', 'Stratified'])","Cross-validation fold assignment scheme, if fold_column is not specified. The 'Stratified' option will stratify the folds based on the response variable, for classification problems."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,fold_column,None,vecspecifier,Column with cross-validation fold index assignment per observation.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,response_column,None,vecspecifier,Response variable column.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,ignored_columns,None,string[],Names of columns to ignore for training.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,ignore_const_cols,True,bool,Ignore constant columns.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,score_each_iteration,False,bool,Whether to score during each iteration of model training.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,offset_column,None,vecspecifier,Offset column. This will be added to the combination of columns before applying the link function.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,weights_column,None,vecspecifier,"Column with observation weights. Giving some observation a weight of zero is equivalent to excluding it from the dataset; giving an observation a relative weight of 2 is equivalent to repeating that row twice. Negative weights are not allowed. Note: Weights are per-row observation weights and do not increase the size of the data frame. This is typically the number of times a row is repeated, but non-integer values are supported as well. During training, rows with higher weights matter more, due to the larger loss function pre-factor. If you set weight = 0 for a row, the returned prediction frame at that row is zero and this is incorrect. To get an accurate prediction, remove all rows with weight == 0."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,family,AUTO,"Categorical(['AUTO', 'gaussian', 'binomial', 'quasibinomial', 'ordinal', 'multinomial', 'poisson', 'gamma', 'tweedie', 'negativebinomial', 'fractionalbinomial'])","Family. Use binomial for classification with logistic regression, others are for regression problems."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,tweedie_variance_power,0.0,float,Tweedie variance power
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,tweedie_link_power,0.0,float,Tweedie link power
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,theta,0.0,float,Theta
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,solver,AUTO,"Categorical(['AUTO', 'IRLSM', 'L_BFGS', 'COORDINATE_DESCENT_NAIVE', 'COORDINATE_DESCENT', 'GRADIENT_DESCENT_LH', 'GRADIENT_DESCENT_SQERR'])","AUTO will set the solver based on given data and the other parameters. IRLSM is fast on on problems with small number of predictors and for lambda-search with L1 penalty, L_BFGS scales better for datasets with many columns."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,alpha,None,float,"Distribution of regularization between the L1 (Lasso) and L2 (Ridge) penalties. A value of 1 for alpha represents Lasso regression, a value of 0 produces Ridge regression, and anything in between specifies the amount of mixing between the two. Default value of alpha is 0 when SOLVER = 'L-BFGS'; 0.5 otherwise."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,lambda,None,float,Regularization strength
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,lambda_search,False,bool,"Use lambda search starting at lambda max, given lambda is then interpreted as lambda min"
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,early_stopping,True,bool,Stop early when there is no more relative improvement on train or validation (if provided)
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,nlambdas,-1,int,"Number of lambdas to be used in a search. Default indicates: If alpha is zero, with lambda search set to True, the value of nlamdas is set to 30 (fewer lambdas are needed for ridge regression) otherwise it is set to 100."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,standardize,False,bool,Standardize numeric columns to have zero mean and unit variance
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,missing_values_handling,MeanImputation,"Categorical(['MeanImputation', 'Skip', 'PlugValues'])","Handling of missing values. Either MeanImputation, Skip or PlugValues."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,plug_values,None,key<frame>,"Plug Values (a single row frame containing values that will be used to impute missing values of the training/validation frame, use with conjunction missing_values_handling = PlugValues)"
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,compute_p_values,False,bool,"Request p-values computation, p-values work only with IRLSM solver and no regularization"
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,remove_collinear_columns,False,bool,"In case of linearly dependent columns, remove some of the dependent columns"
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,splines_non_negative,None,bool,"Valid for I-spline (bs=2) only.  True if the I-splines are monotonically increasing (and monotonically non-decreasing) and False if the I-splines are monotonically decreasing (and monotonically non-increasing).  If specified, must be the same size as gam_columns.  Values for other spline types will be ignored.  Default to true."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,intercept,True,bool,Include constant term in the model
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,non_negative,False,bool,Restrict coefficients (not intercept) to be non-negative
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,max_iterations,-1,int,Maximum number of iterations
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,objective_epsilon,-1.0,float,"Converge if  objective value changes less than this. Default indicates: If lambda_search is set to True the value of objective_epsilon is set to .0001. If the lambda_search is set to False and lambda is equal to zero, the value of objective_epsilon is set to .000001, for any other value of lambda the default value of objective_epsilon is set to .0001."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,beta_epsilon,0.0001,float,"Converge if  beta changes less (using L-infinity norm) than beta esilon, ONLY applies to IRLSM solver"
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,gradient_epsilon,-1.0,float,"Converge if  objective changes less (using L-infinity norm) than this, ONLY applies to L-BFGS solver. Default indicates: If lambda_search is set to False and lambda is equal to zero, the default value of gradient_epsilon is equal to .000001, otherwise the default value is .0001. If lambda_search is set to True, the conditional values above are 1E-8 and 1E-6 respectively."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,link,family_default,"Categorical(['family_default', 'identity', 'logit', 'log', 'inverse', 'tweedie', 'ologit'])",Link function.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,startval,None,float,double array to initialize coefficients for GAM.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,prior,-1.0,float,Prior probability for y==1. To be used only for logistic regression iff the data has been sampled and the mean of response does not reflect reality.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,cold_start,False,bool,"Only applicable to multiple alpha/lambda values when calling GLM from GAM.  If false, build the next model for next set of alpha/lambda values starting from the values provided by current model.  If true will start GLM model from scratch."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,lambda_min_ratio,-1.0,float,"Minimum lambda used in lambda search, specified as a ratio of lambda_max (the smallest lambda that drives all coefficients to zero). Default indicates: if the number of observations is greater than the number of variables, then lambda_min_ratio is set to 0.0001; if the number of observations is less than the number of variables, then lambda_min_ratio is set to 0.01."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,beta_constraints,None,key<frame>,Beta constraints
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,max_active_predictors,-1,int,"Maximum number of active predictors during computation. Use as a stopping criterion to prevent expensive model building with many predictors. Default indicates: If the IRLSM solver is used, the value of max_active_predictors is set to 5000 otherwise it is set to 100000000."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,interactions,None,string[],A list of predictor column indices to interact. All pairwise combinations will be computed for the list.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,interaction_pairs,None,stringpair[],A list of pairwise (first order) column interactions.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,obj_reg,-1.0,float,"Likelihood divider in objective value computation, default is 1/nobs"
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,export_checkpoints_dir,None,string,Automatically export generated models to this directory.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,stopping_rounds,0,int,Early stopping based on convergence of stopping_metric. Stop if simple moving average of length k of the stopping_metric does not improve for k:=stopping_rounds scoring events (0 to disable)
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,stopping_metric,AUTO,"Categorical(['AUTO', 'deviance', 'logloss', 'MSE', 'RMSE', 'MAE', 'RMSLE', 'AUC', 'AUCPR', 'lift_top_group', 'misclassification', 'mean_per_class_error', 'anomaly_score', 'AUUC', 'ATE', 'ATT', 'ATC', 'qini', 'custom', 'custom_increasing'])","Metric to use for early stopping (AUTO: logloss for classification, deviance for regression and anomaly_score for Isolation Forest). Note that custom and custom_increasing can only be used in GBM and DRF with the Python client."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,stopping_tolerance,0.001,float,Relative tolerance for metric-based stopping criterion (stop if relative improvement is not at least this much)
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,balance_classes,False,bool,Balance training data class counts via over/under-sampling (for imbalanced data).
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,class_sampling_factors,None,float,"Desired over/under-sampling ratios per class (in lexicographic order). If not specified, sampling factors will be automatically computed to obtain class balance during training. Requires balance_classes."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,max_after_balance_size,5.0,float,Maximum relative size of the training data after balancing class counts (can be less than 1.0). Requires balance_classes.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,max_confusion_matrix_size,20,int,[Deprecated] Maximum size (# classes) for confusion matrices to be printed in the Logs
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,max_runtime_secs,0.0,float,Maximum allowed runtime in seconds for model training. Use 0 to disable.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,num_knots,None,int,"Number of knots for gam predictors.  If specified, must specify one for each gam predictor.  For monotone I-splines, mininum = 2, for cs spline, minimum = 3.  For thin plate, minimum is size of polynomial basis + 2."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,spline_orders,None,int,"Order of I-splines or NBSplineTypeI M-splines used for gam predictors. If specified, must be the same size as gam_columns.  For I-splines, the spline_orders will be the same as the polynomials used to generate the splines.  For M-splines, the polynomials used to generate the splines will be spline_order-1.  Values for bs=0 or 1 will be ignored."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,knot_ids,None,string[],Array storing frame keys of knots.  One for each gam column set specified in gam_columns
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,gam_columns,None,string[][],"Arrays of predictor column names for gam for smoothers using single or multiple predictors like {{'c1'},{'c2','c3'},{'c4'},...}"
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,standardize_tp_gam_cols,False,bool,standardize tp (thin plate) predictor columns
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,scale_tp_penalty_mat,False,bool,Scale penalty matrix for tp (thin plate) smoothers as in R
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,bs,None,int,"Basis function type for each gam predictors, 0 for cr, 1 for thin plate regression with knots, 2 for monotone I-splines, 3 for NBSplineTypeI M-splines (refer to doc here: https://github.com/h2oai/h2o-3/issues/6926).  If specified, must be the same size as gam_columns"
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,scale,None,float,"Smoothing parameter for gam predictors.  If specified, must be of the same length as gam_columns"
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,keep_gam_cols,False,bool,Save keys of model matrix
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,store_knot_locations,False,bool,"If set to true, will return knot locations as double[][] array for gam column names found knots_for_gam.  Default to false."
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,auc_type,AUTO,"Categorical(['AUTO', 'NONE', 'MACRO_OVR', 'WEIGHTED_OVR', 'MACRO_OVO', 'WEIGHTED_OVO'])",Set default multinomial AUC type.
h2o,generalizedadditive,H2OGeneralizedAdditiveEstimator,gainslift_bins,-1,int,Gains/Lift table number of bins. 0 means disabled.. Default value -1 means automatic binning.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,model_id,None,key<model>,Destination id for this model; auto-generated if not specified.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,training_frame,None,key<frame>,Id of the training data frame.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,validation_frame,None,key<frame>,Id of the validation data frame.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,nfolds,0,int,Number of folds for K-fold cross-validation (0 to disable or >= 2).
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,checkpoint,None,key<model>,Model checkpoint to resume training with.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,export_checkpoints_dir,None,string,Automatically export generated models to this directory.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,seed,-1,long,Seed for pseudo random number generator (if applicable).
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,keep_cross_validation_models,True,bool,Whether to keep the cross-validation models.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,keep_cross_validation_predictions,False,bool,Whether to keep the predictions of the cross-validation models.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,keep_cross_validation_fold_assignment,False,bool,Whether to keep the cross-validation fold assignment.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,fold_assignment,AUTO,"Categorical(['AUTO', 'Random', 'Modulo', 'Stratified'])","Cross-validation fold assignment scheme, if fold_column is not specified. The 'Stratified' option will stratify the folds based on the response variable, for classification problems."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,fold_column,None,vecspecifier,Column with cross-validation fold index assignment per observation.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,response_column,None,vecspecifier,Response variable column.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,ignored_columns,None,string[],Names of columns to ignore for training.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,ignore_const_cols,True,bool,Ignore constant columns.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,score_each_iteration,False,bool,Whether to score during each iteration of model training.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,score_iteration_interval,-1,int,Perform scoring for every score_iteration_interval iterations.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,offset_column,None,vecspecifier,Offset column. This will be added to the combination of columns before applying the link function.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,weights_column,None,vecspecifier,"Column with observation weights. Giving some observation a weight of zero is equivalent to excluding it from the dataset; giving an observation a relative weight of 2 is equivalent to repeating that row twice. Negative weights are not allowed. Note: Weights are per-row observation weights and do not increase the size of the data frame. This is typically the number of times a row is repeated, but non-integer values are supported as well. During training, rows with higher weights matter more, due to the larger loss function pre-factor. If you set weight = 0 for a row, the returned prediction frame at that row is zero and this is incorrect. To get an accurate prediction, remove all rows with weight == 0."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,family,AUTO,"Categorical(['AUTO', 'gaussian', 'binomial', 'fractionalbinomial', 'quasibinomial', 'ordinal', 'multinomial', 'poisson', 'gamma', 'tweedie', 'negativebinomial'])","Family. Use binomial for classification with logistic regression, others are for regression problems."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,tweedie_variance_power,0.0,float,Tweedie variance power
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,tweedie_link_power,1.0,float,Tweedie link power.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,theta,1e-10,float,Theta
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,solver,AUTO,"Categorical(['AUTO', 'IRLSM', 'L_BFGS', 'COORDINATE_DESCENT_NAIVE', 'COORDINATE_DESCENT', 'GRADIENT_DESCENT_LH', 'GRADIENT_DESCENT_SQERR'])","AUTO will set the solver based on given data and the other parameters. IRLSM is fast on on problems with small number of predictors and for lambda-search with L1 penalty, L_BFGS scales better for datasets with many columns."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,alpha,None,float,"Distribution of regularization between the L1 (Lasso) and L2 (Ridge) penalties. A value of 1 for alpha represents Lasso regression, a value of 0 produces Ridge regression, and anything in between specifies the amount of mixing between the two. Default value of alpha is 0 when SOLVER = 'L-BFGS'; 0.5 otherwise."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,lambda,None,float,Regularization strength
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,lambda_search,False,bool,"Use lambda search starting at lambda max, given lambda is then interpreted as lambda min."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,early_stopping,True,bool,Stop early when there is no more relative improvement on train or validation (if provided).
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,nlambdas,-1,int,"Number of lambdas to be used in a search. Default indicates: If alpha is zero, with lambda search set to True, the value of nlamdas is set to 30 (fewer lambdas are needed for ridge regression) otherwise it is set to 100."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,standardize,True,bool,Standardize numeric columns to have zero mean and unit variance.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,missing_values_handling,MeanImputation,"Categorical(['MeanImputation', 'Skip', 'PlugValues'])","Handling of missing values. Either MeanImputation, Skip or PlugValues."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,plug_values,None,key<frame>,"Plug Values (a single row frame containing values that will be used to impute missing values of the training/validation frame, use with conjunction missing_values_handling = PlugValues)."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,compute_p_values,False,bool,"Request p-values computation, p-values work only with IRLSM solver."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,dispersion_parameter_method,pearson,"Categorical(['deviance', 'pearson', 'ml'])","Method used to estimate the dispersion parameter for Tweedie, Gamma and Negative Binomial only."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,init_dispersion_parameter,1.0,float,"Only used for Tweedie, Gamma and Negative Binomial GLM.  Store the initial value of dispersion parameter.  If fix_dispersion_parameter is set, this value will be used in the calculation of p-values."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,remove_collinear_columns,False,bool,"In case of linearly dependent columns, remove the dependent columns."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,intercept,True,bool,Include constant term in the model
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,non_negative,False,bool,Restrict coefficients (not intercept) to be non-negative.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,max_iterations,-1,int,Maximum number of iterations.  Value should >=1.  A value of 0 is only set when only the model coefficient names and model coefficient dimensions are needed.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,objective_epsilon,-1.0,float,"Converge if  objective value changes less than this. Default (of -1.0) indicates: If lambda_search is set to True the value of objective_epsilon is set to .0001. If the lambda_search is set to False and lambda is equal to zero, the value of objective_epsilon is set to .000001, for any other value of lambda the default value of objective_epsilon is set to .0001."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,beta_epsilon,0.0001,float,Converge if beta changes less (using L-infinity norm) than beta esilon. ONLY applies to IRLSM solver.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,gradient_epsilon,-1.0,float,"Converge if  objective changes less (using L-infinity norm) than this, ONLY applies to L-BFGS solver. Default (of -1.0) indicates: If lambda_search is set to False and lambda is equal to zero, the default value of gradient_epsilon is equal to .000001, otherwise the default value is .0001. If lambda_search is set to True, the conditional values above are 1E-8 and 1E-6 respectively."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,link,family_default,"Categorical(['family_default', 'identity', 'logit', 'log', 'inverse', 'tweedie', 'ologit'])",Link function.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,startval,None,float,"double array to initialize coefficients for GLM.  If standardize is true, the standardized coefficients should be used.  Otherwise, use the regular coefficients."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,calc_like,False,bool,"if true, will return likelihood function value."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,prior,-1.0,float,Prior probability for y==1. To be used only for logistic regression iff the data has been sampled and the mean of response does not reflect reality.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,cold_start,False,bool,"Only applicable to multiple alpha/lambda values.  If false, build the next model for next set of alpha/lambda values starting from the values provided by current model.  If true will start GLM model from scratch."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,lambda_min_ratio,-1.0,float,"Minimum lambda used in lambda search, specified as a ratio of lambda_max (the smallest lambda that drives all coefficients to zero).  Default indicates: if the number of observations is greater than the number of variables, then lambda_min_ratio is set to 0.0001; if the number of observations is less than the number of variables, then lambda_min_ratio is set to 0.01."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,beta_constraints,None,key<frame>,Beta constraints
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,max_active_predictors,-1,int,"Maximum number of active predictors during computation. Use as a stopping criterion to prevent expensive model building with many predictors. Default indicates: If the IRLSM solver is used, the value of max_active_predictors is set to 5000 otherwise it is set to 100000000."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,interactions,None,string[],A list of predictor column indices to interact. All pairwise combinations will be computed for the list.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,interaction_pairs,None,stringpair[],A list of pairwise (first order) column interactions.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,obj_reg,-1.0,float,"Likelihood divider in objective value computation, default (of -1.0) will set it to 1/nobs."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,stopping_rounds,0,int,Early stopping based on convergence of stopping_metric. Stop if simple moving average of length k of the stopping_metric does not improve for k:=stopping_rounds scoring events (0 to disable)
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,stopping_metric,AUTO,"Categorical(['AUTO', 'deviance', 'logloss', 'MSE', 'RMSE', 'MAE', 'RMSLE', 'AUC', 'AUCPR', 'lift_top_group', 'misclassification', 'mean_per_class_error', 'anomaly_score', 'AUUC', 'ATE', 'ATT', 'ATC', 'qini', 'custom', 'custom_increasing'])","Metric to use for early stopping (AUTO: logloss for classification, deviance for regression and anomaly_score for Isolation Forest). Note that custom and custom_increasing can only be used in GBM and DRF with the Python client."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,stopping_tolerance,0.001,float,Relative tolerance for metric-based stopping criterion (stop if relative improvement is not at least this much)
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,control_variables,None,string[],A list of predictor column indices which is used for training but removed for scoring. Experimental.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,remove_offset_effects,False,bool,Remove offset effects from scoring and metric calculation. Experimental.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,balance_classes,False,bool,Balance training data class counts via over/under-sampling (for imbalanced data).
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,class_sampling_factors,None,float,"Desired over/under-sampling ratios per class (in lexicographic order). If not specified, sampling factors will be automatically computed to obtain class balance during training. Requires balance_classes."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,max_after_balance_size,5.0,float,Maximum relative size of the training data after balancing class counts (can be less than 1.0). Requires balance_classes.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,max_confusion_matrix_size,20,int,[Deprecated] Maximum size (# classes) for confusion matrices to be printed in the Logs.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,max_runtime_secs,0.0,float,Maximum allowed runtime in seconds for model training. Use 0 to disable.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,custom_metric_func,None,string,"Reference to custom evaluation function, format: `language:keyName=funcName`"
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,generate_scoring_history,False,bool,"If set to true, will generate scoring history for GLM.  This may significantly slow down the algo."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,auc_type,AUTO,"Categorical(['AUTO', 'NONE', 'MACRO_OVR', 'WEIGHTED_OVR', 'MACRO_OVO', 'WEIGHTED_OVO'])",Set default multinomial AUC type.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,dispersion_epsilon,0.0001,float,"If changes in dispersion parameter estimation or loglikelihood value is smaller than dispersion_epsilon, will break out of the dispersion parameter estimation loop using maximum likelihood."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,tweedie_epsilon,8e-17,float,"In estimating tweedie dispersion parameter using maximum likelihood, this is used to choose the lower and upper indices in the approximating of the infinite series summation."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,max_iterations_dispersion,3000,int,Control the maximum number of iterations in the dispersion parameter estimation loop using maximum likelihood.
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,build_null_model,False,bool,"If set, will build a model with only the intercept.  Default to false."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,fix_dispersion_parameter,False,bool,"Only used for Tweedie, Gamma and Negative Binomial GLM.  If set, will use the dispsersion parameter in init_dispersion_parameter as the standard error and use it to calculate the p-values. Default to false."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,generate_variable_inflation_factors,False,bool,"if true, will generate variable inflation factors for numerical predictors.  Default to false."
h2o,generalizedlinear,H2OGeneralizedLinearEstimator,fix_tweedie_variance_power,True,bool,"If true, will fix tweedie variance power value to the value set in tweedie_variance_power."
